kabupaten_kota,provinsi,latitude,longitude,sewa_aktual,sewa_prediksi,residual,coef_rumah_layak_huni,coef_ketahanan_bangunan,coef_luas_lantai_7_2,coef_akses_air_minum,coef_akses_sanitasi,coef_cuci_tangan,coef_status_milik_sendiri,coef_status_kontrak_sewa,coef_listrik_pln,coef_latitude,coef_longitude
Kepulauan Meranti,Riau,1.0028048016130533,102.65034645204184,10548.0,11111.192195360603,-563.1921953606034,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Kota Pekanbaru,Riau,0.5498894668021579,101.46443621730756,10548.0,10993.499713002722,-445.4997130027223,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Kota Dumai,Riau,1.7976652614653554,101.31165373683956,10548.0,10578.880713479382,-30.880713479382393,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Kerinci,Jambi,-2.036907055458544,101.46942445083168,2806.0,941.5653010289352,1864.4346989710648,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Merangin,Jambi,-2.196201011862801,102.06441916216404,2806.0,1118.827828261008,1687.172171738992,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Sarolangun,Jambi,-2.3091125320544656,102.66456674464236,2806.0,1283.0183156680469,1522.9816843319531,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Batang Hari,Jambi,-1.7497334364769526,103.09606325740948,2806.0,1205.163946091161,1600.836053908839,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Muaro Jambi,Jambi,-1.6091814947854877,103.74517882177295,2806.0,1302.4161463825767,1503.5838536174233,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Tanjung Jabung Timur,Jambi,-1.219820823289337,103.9673530852528,2806.0,1231.3361951973384,1574.6638048026616,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Tanjung Jabung Barat,Jambi,-1.071069936790348,103.11331056286176,2806.0,1001.3323138058913,1804.6676861941087,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Tebo,Jambi,-1.3102003391424772,102.361275390216,2806.0,911.9934935823767,1894.0065064176233,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Bungo,Jambi,-1.5988860025702396,101.93100144530491,2806.0,907.3249602086507,1898.6750397913493,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Kota Jambi,Jambi,-1.6170023547450236,103.60022420576566,2806.0,1273.491422104904,1532.508577895096,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Kota Sungai Penuh,Jambi,-2.11335094177672,101.34111250427009,2806.0,937.2233267886368,1868.7766732113632,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Ogan Komering Ulu,Sumatera Selatan,-4.100670219203191,104.09382962801968,3187.0,3283.84908761135,-96.84908761135011,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Ogan Komering Ilir,Sumatera Selatan,-3.343172988543884,105.39068105366404,3187.0,3332.3585217151704,-145.35852171517035,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Muara Enim,Sumatera Selatan,-3.635834759553093,104.0015652181584,3187.0,3121.753793669868,65.24620633013183,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Lahat,Sumatera Selatan,-3.8305582473786814,103.38532484050413,3187.0,3048.1715423999376,138.8284576000624,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Musi Rawas,Sumatera Selatan,-3.1667314171494367,103.14522095195292,3187.0,2793.278225394395,393.7217746056049,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Musi Banyuasin,Sumatera Selatan,-2.4440840875705456,103.82967196424592,3187.0,2720.140363677343,466.859636322657,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Banyu Asin,Sumatera Selatan,-2.4878697688973253,104.66809303404575,3187.0,2914.6674790904544,272.33252090954556,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Ogan Komering Ulu Selatan,Sumatera Selatan,-4.590247323360914,103.91524090247172,3187.0,3394.9949507901147,-207.99495079011467,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Ogan Komering Ulu Timur,Sumatera Selatan,-4.068872522995667,104.56792257283747,3187.0,3376.5493238284653,-189.54932382846528,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Ogan Ilir,Sumatera Selatan,-3.409977800939368,104.60090288488531,3187.0,3182.16266423657,4.837335763430019,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Empat Lawang,Sumatera Selatan,-3.751943624991812,102.9535968887634,3187.0,2930.8562669421663,256.14373305783374,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Penukal Abab Lematang Ilir,Sumatera Selatan,-3.209884359104186,103.9882793339702,3187.0,2988.6136924819075,198.3863075180925,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Musi Rawas Utara,Sumatera Selatan,-2.7443987140701607,102.7358396453718,3187.0,2575.67042110104,611.3295788989599,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Kota Palembang,Sumatera Selatan,-2.9733535838672696,104.73281674653592,3187.0,3077.1277174095776,109.8722825904224,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Kota Prabumulih,Sumatera Selatan,-3.4528347437959006,104.22938772442416,3187.0,3115.0060469346063,71.99395306539373,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Kota Pagar Alam,Sumatera Selatan,-4.109111577157726,103.26267366395189,3187.0,3106.8643172975644,80.13568270243559,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Kota Lubuklinggau,Sumatera Selatan,-3.2635241614077395,102.87935836626258,3187.0,2765.442590460025,421.5574095399752,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Danau,Sumatera Selatan,-4.860159501902476,103.9353745045638,3187.0,3481.8927969229117,-294.89279692291166,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Bengkulu Selatan,Bengkulu,-4.348663189211438,103.02372955029396,3399.0,6014.38939515331,-2615.38939515331,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Rejang Lebong,Bengkulu,-3.430790127447459,102.69889390291108,3399.0,5663.494508458018,-2264.4945084580177,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Bengkulu Utara,Bengkulu,-3.426921227729385,102.0157827526161,3399.0,5514.729074943727,-2115.729074943727,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Seluma,Bengkulu,-4.052313057716453,102.65781985555776,3399.0,5844.703029842043,-2445.703029842043,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Mukomuko,Bengkulu,-2.701394437209309,101.48559604460618,3399.0,5178.295155254767,-1779.2951552547675,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Lebong,Bengkulu,-3.0899267093457428,102.24947681391514,3399.0,5462.153215991104,-2063.153215991104,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Kepahiang,Bengkulu,-3.628231823189902,102.64168875470617,3399.0,5711.519889070081,-2312.5198890700813,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Bengkulu Tengah,Bengkulu,-3.687547673332724,102.41166971406504,3399.0,5679.966366325523,-2280.9663663255233,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Kota Bengkulu,Bengkulu,-3.827698622712308,102.31269055949606,3399.0,5701.445304718047,-2302.445304718047,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Lampung Barat,Lampung,-5.031742815336386,104.1902893422486,2399.0,-227.68605764912354,2626.6860576491235,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Tanggamus,Lampung,-5.435863533876858,104.67521016413504,2399.0,0.6717910522311286,2398.328208947769,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Lampung Selatan,Lampung,-5.532772784321386,105.50050153572772,2399.0,208.60926121866578,2190.390738781334,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Lampung Timur,Lampung,-5.136651544367107,105.64903679922708,2399.0,119.5524257657089,2279.447574234291,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Lampung Tengah,Lampung,-4.861295996142597,105.26464895154368,2399.0,-47.70519709885775,2446.7051970988578,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Lampung Utara,Lampung,-4.809238400777272,104.80589388959837,2399.0,-162.73750283243135,2561.7375028324313,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Way Kanan,Lampung,-4.516452442654987,104.61449008455077,2399.0,-293.6328419747915,2692.6328419747915,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Tulangbawang,Lampung,-4.372762118777207,105.53193814337916,2399.0,-139.36878646122204,2538.368786461222,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Pesawaran,Lampung,-5.473490391664825,105.11021856268846,2399.0,106.16036982948935,2292.8396301705106,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Pringsewu,Lampung,-5.330844690947773,104.9200156480894,2399.0,21.442347614189202,2377.557652385811,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Mesuji,Lampung,-4.023735185270912,105.37787514073209,2399.0,-279.3972181993922,2678.3972181993922,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Tulang Bawang Barat,Lampung,-4.424818622660224,105.09205814161643,2399.0,-218.48169962389875,2617.4816996238987,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Pesisir Barat,Lampung,-5.382741983641269,104.20537179345924,2399.0,-117.08039184179142,2516.0803918417914,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Kota Bandar Lampung,Lampung,-5.415381895517418,105.2669385988425,2399.0,122.2473173745966,2276.7526826254034,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Kota Metro,Lampung,-5.121824223284681,105.30644367746756,2399.0,41.00248535753417,2357.997514642466,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Danau,Lampung,-4.919405157341443,103.90269316395177,2399.0,-324.17612378643025,2723.1761237864303,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Bangka,Kepulauan Bangka Belitung,-1.9058874632590403,105.92123214732396,3890.0,6810.506044296781,-2920.5060442967806,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Belitung,Kepulauan Bangka Belitung,-2.869945793123589,107.71103164508766,3890.0,7492.022847622797,-3602.0228476227967,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Bangka Barat,Kepulauan Bangka Belitung,-1.8908612719881248,105.4894532118837,3890.0,6712.627205847875,-2822.6272058478753,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Bangka Tengah,Kepulauan Bangka Belitung,-2.430082747186666,106.24331548128409,3890.0,7040.406585194076,-3150.406585194076,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Bangka Selatan,Kepulauan Bangka Belitung,-2.7709329136881147,106.3422715564158,3890.0,7166.028758765406,-3276.0287587654057,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Belitung Timur,Kepulauan Bangka Belitung,-2.9071138854292737,108.05237566338394,3890.0,7577.135475465075,-3687.1354754650747,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Kota Pangkal Pinang,Kepulauan Bangka Belitung,-2.1106627011939825,106.11347204257817,3890.0,6914.665417938297,-3024.6654179382967,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Karimun,Kepulauan Riau,0.8248069234958793,103.5309181577354,3890.0,5458.955660349791,-1568.9556603497913,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Bintan,Kepulauan Riau,1.0118816098152748,104.70326477772744,3890.0,5655.020691940514,-1765.0206919405136,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Natuna,Kepulauan Riau,3.78591633308192,108.26479827469396,3890.0,5576.077468777647,-1686.0774687776466,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Lingga,Kepulauan Riau,-0.2245554634606522,104.5270897404966,3890.0,5995.102573618697,-2105.1025736186966,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Kepulauan Anambas,Kepulauan Riau,3.0877655679007088,106.06522991654066,3890.0,5314.39116762298,-1424.39116762298,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Kota Batam,Kepulauan Riau,0.9629040349339316,104.06368257786352,3890.0,5531.821640375318,-1641.8216403753177,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Kota Tanjung Pinang,Kepulauan Riau,0.9202850708474918,104.48531304393364,3890.0,5635.9467462718385,-1745.9467462718385,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Kepulauan Seribu,DKI Jakarta,-5.700152782565886,106.57935869589804,49855.0,45973.33274949824,3881.667250501763,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Kota Jakarta Selatan,DKI Jakarta,-6.272679096723272,106.81001087226264,49855.0,46198.26135234232,3656.7386476576794,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Kota Jakarta Timur,DKI Jakarta,-6.25537335975149,106.9002684266986,49855.0,46212.468304173366,3642.531695826634,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Kota Jakarta Pusat,DKI Jakarta,-6.181230062200074,106.83507605430538,49855.0,46175.708390791115,3679.2916092088853,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Kota Jakarta Barat,DKI Jakarta,-6.165609007923703,106.74840251328789,49855.0,46152.20563914956,3702.794360850443,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Kota Jakarta Utara,DKI Jakarta,-6.129207395649956,106.86908008223146,49855.0,46167.144506235505,3687.855493764495,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Bogor,Jawa Barat,-6.55997941978981,106.7675307897768,10781.0,9902.019518856629,878.9804811433714,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Sukabumi,Jawa Barat,-7.07618754942622,106.70730771617455,10781.0,10046.882244576867,734.1177554231326,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Cianjur,Jawa Barat,-7.133715972114234,107.1577635250869,10781.0,10161.794705391902,619.2052946080985,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Bandung,Jawa Barat,-7.099968673022156,107.61084115489376,10781.0,10249.358451645981,531.6415483540186,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Garut,Jawa Barat,-7.359556647876624,107.78886398924902,10781.0,10367.20986519891,413.79013480108915,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Tasikmalaya,Jawa Barat,-7.496705698995024,108.14129651563697,10781.0,10485.295594807641,295.70440519235854,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Kuningan,Jawa Barat,-7.00423329263941,108.56030045555096,10781.0,10425.20456258966,355.7954374103392,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Cirebon,Jawa Barat,-6.74563926084672,108.55156504690378,10781.0,10344.23069468336,436.7693053166404,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Majalengka,Jawa Barat,-6.8158653596666285,108.2578116332808,10781.0,10302.244446893375,478.7555531066246,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Sumedang,Jawa Barat,-6.825065705775693,107.98085008608668,10781.0,10245.222284627092,535.7777153729076,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Indramayu,Jawa Barat,-6.448788182507655,108.16859149083888,10781.0,10170.704575097392,610.2954249026079,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Subang,Jawa Barat,-6.483036604163266,107.73224588344132,10781.0,10086.90894498807,694.0910550119297,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Purwakarta,Jawa Barat,-6.595016266157368,107.43220953453071,10781.0,10056.33493029511,724.6650697048899,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Karawang,Jawa Barat,-6.252023717395748,107.3542287175649,10781.0,9934.589127831889,846.4108721681114,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Bekasi,Jawa Barat,-6.215388528000242,107.12065980466356,10781.0,9872.923664802274,908.0763351977257,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
Bandung Barat,Jawa Barat,-6.897055954169557,107.4149529293919,10781.0,10144.980497571923,636.0195024280765,-8667.489275497333,6969.02905630346,798.6555045709683,4350.4851201842175,3541.1012111430596,193.46031422660144,1625.983576646565,8160.550685779669,-781.6709025129828,-305.83317436332754,216.0441907125769
