provinsi,kabupaten_kota,latitude,longitude,prediksi_sewa,rumah_layak_huni,ketahanan_bangunan,luas_lantai_7_2,akses_air_minum,akses_sanitasi,cuci_tangan,status_milik_sendiri,status_kontrak_sewa,listrik_pln
Kalimantan Selatan,Hulu Sungai Utara,-2.44207016297298,115.1570756215227,-19795.748641098668,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89
Kalimantan Selatan,Tabalong,-1.8860139504072035,115.5164777407128,-19832.69261904057,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89
Kalimantan Selatan,Tanah Bumbu,-3.4473565814109617,115.65456661548228,-19706.366871539343,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89
Kalimantan Selatan,Balangan,-2.3191394308983333,115.64216901304246,-19795.928376211534,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89
Kalimantan Selatan,Kota Banjarmasin,-3.3293462877962026,114.59191351594647,-19736.63479144357,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89
Kalimantan Selatan,Kota Banjar Baru,-3.47644399931756,114.81839100590504,-19720.529810910943,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89
Kalimantan Timur,Paser,-1.7332628113703166,116.09352565984182,-5917.673999704701,76.77,97.02,94.21,89.11,91.65,79.03,76.99,10.15,96.5
Kalimantan Timur,Kutai Barat,-0.5059553444317486,115.83378504956966,-6019.950768622295,76.77,97.02,94.21,89.11,91.65,79.03,76.99,10.15,96.5
Kalimantan Timur,Kutai Kartanegara,0.0867409391133,116.51267116110702,-6053.504250001324,76.77,97.02,94.21,89.11,91.65,79.03,76.99,10.15,96.5
Kalimantan Timur,Kutai Timur,0.9577274654611032,117.13841593558853,-6110.1355295825415,76.77,97.02,94.21,89.11,91.65,79.03,76.99,10.15,96.5
Kalimantan Timur,Berau,1.92838399824234,117.30377903566624,-6183.723053734197,76.77,97.02,94.21,89.11,91.65,79.03,76.99,10.15,96.5
Kalimantan Timur,Penajam Paser Utara,-1.156951164525268,116.59675158527824,-5953.389404568401,76.77,97.02,94.21,89.11,91.65,79.03,76.99,10.15,96.5
Kalimantan Timur,Mahakam Hulu,0.7193701324654842,114.87159673378106,-6135.903001330451,76.77,97.02,94.21,89.11,91.65,79.03,76.99,10.15,96.5
Kalimantan Timur,Kota Balikpapan,-1.1593695505398638,116.86560429184888,-5947.903788594313,76.77,97.02,94.21,89.11,91.65,79.03,76.99,10.15,96.5
Kalimantan Timur,Kota Samarinda,-0.500724642900534,117.17870684223568,-5993.881104341497,76.77,97.02,94.21,89.11,91.65,79.03,76.99,10.15,96.5
Kalimantan Timur,Kota Bontang,0.0907313418429425,117.45715143124094,-6035.221759364858,76.77,97.02,94.21,89.11,91.65,79.03,76.99,10.15,96.5
Kalimantan Utara,Malinau,2.478197327264458,115.71684766849422,-2911.147553763307,69.65,99.39,92.44,89.42,85.17,78.0,78.31,9.34,96.18
Kalimantan Utara,Bulungan,2.814671316085301,117.03748834756485,-2911.7795062143414,69.65,99.39,92.44,89.42,85.17,78.0,78.31,9.34,96.18
Kalimantan Utara,Tana Tidung,3.5517390187857774,117.16711529146264,-2967.5782479744375,69.65,99.39,92.44,89.42,85.17,78.0,78.31,9.34,96.18
Kalimantan Utara,Nunukan,3.994608092541799,116.66301427031198,-3012.565381842087,69.65,99.39,92.44,89.42,85.17,78.0,78.31,9.34,96.18
Kalimantan Utara,Kota Tarakan,3.3594056365995613,117.59951132082055,-2943.8372219246176,69.65,99.39,92.44,89.42,85.17,78.0,78.31,9.34,96.18
Sulawesi Utara,Bolaang Mongondow,0.7079298002982987,124.0402735102605,-24835.18306438915,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67
Sulawesi Utara,Minahasa,1.254683946714502,124.85416947353444,-24862.440882346295,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67
Sulawesi Utara,Kepulauan Sangihe,3.550699306634365,125.5413046408275,-25030.678297397833,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67
Sulawesi Utara,Kepulauan Talaud,4.22564864085994,126.78163357385398,-25059.687742677786,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67
Sulawesi Utara,Minahasa Selatan,1.084592318650189,124.5210498968124,-24855.534949695284,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67
Sulawesi Utara,Minahasa Utara,1.5491395534727643,125.00805318715162,-24882.721771227927,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67
Sulawesi Utara,Bolaang Mongondow Utara,0.7679520228650861,123.48113248329724,-24850.945256639614,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67
Sulawesi Utara,Siau Tagulandang Biaro,2.539823821830396,125.397015817234,-24953.491778521624,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67
Sulawesi Utara,Minahasa Tenggara,1.010283964466255,124.72189642762316,-24845.697188333274,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67
Sulawesi Utara,Bolaang Mongondow Selatan,0.4442332840084854,123.93289683588831,-24816.421473702445,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67
Sulawesi Utara,Bolaang Mongondow Timur,0.7194460013161875,124.51221849509508,-24826.80137843221,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67
Sulawesi Utara,Kota Manado,1.524707419530354,124.8485574863175,-24883.928294083817,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67
Sulawesi Utara,Kota Bitung,1.4847766531980933,125.16143005138986,-24874.60611715147,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67
Sulawesi Utara,Kota Tomohon,1.3243124088506133,124.81490008204054,-24868.7264270367,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67
Sulawesi Utara,Kota Kotamobagu,0.7107966566528764,124.319062826437,-24829.92019581485,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67
Sulawesi Utara,Danau,1.1703153091073697,124.84418932306428,-24855.95821064916,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67
Sulawesi Tengah,Banggai Kepulauan,-1.3722257733725756,123.14378275215064,-19764.66419179626,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6
Sulawesi Tengah,Banggai,-1.020828251781165,122.58364281517858,-19803.513312959974,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6
Sulawesi Tengah,Morowali,-2.693858143756445,121.91358340989603,-19684.259432060247,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6
Sulawesi Tengah,Poso,-1.6808249699790456,120.52109200580097,-19791.878544547457,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6
Sulawesi Tengah,Donggala,-0.3958714227224924,119.83572137225428,-19907.100338822922,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6
Sulawesi Tengah,Toli-Toli,0.9260110160801454,120.718922936246,-19994.357863028374,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6
Sulawesi Tengah,Buol,0.9779759812140192,121.37277864029174,-19985.596250801656,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6
Sulawesi Tengah,Parigi Moutong,0.0166465371896912,120.45141157785832,-19927.634106740712,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6
Sulawesi Tengah,Tojo Una-Una,-1.1123704901227185,121.57623490117771,-19816.103753016912,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6
Sulawesi Tengah,Sigi,-1.4084885754863068,119.97044127960676,-19824.28178846819,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6
Sulawesi Tengah,Banggai Laut,-1.7888517867987404,123.53460720792536,-19723.985243087,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6
Sulawesi Tengah,Morowali Utara,-1.814557582129941,121.38496712685117,-19764.280209802957,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6
Sulawesi Tengah,Kota Palu,-0.8298028204813959,119.90997383754002,-19871.285210330185,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6
Sulawesi Selatan,Kepulauan Selayar,-6.561885064178744,120.71525321468096,-23085.73422702379,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23
Sulawesi Selatan,Bulukumba,-5.432469210346689,120.23600655247216,-23184.583669022057,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23
Sulawesi Selatan,Bantaeng,-5.48818963820113,119.98691130771574,-23185.077561905004,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23
Sulawesi Selatan,Jeneponto,-5.567517226647006,119.69844683627883,-23184.477796725696,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23
Sulawesi Selatan,Takalar,-5.419755829850611,119.47055758929334,-23200.663118977547,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23
Sulawesi Selatan,Gowa,-5.309278930783019,119.71872707452646,-23204.522352086253,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23
Sulawesi Selatan,Sinjai,-5.209746428804532,120.13586687957276,-23204.187843414256,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23
Sulawesi Selatan,Maros,-5.000696327514021,119.7247490450224,-23228.833275831246,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23
Sulawesi Selatan,Pangkajene Dan Kepulauan,-4.939837253159422,119.47868449327513,-23238.496718901744,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23
Sulawesi Selatan,Barru,-4.441677904311638,119.69414528310529,-23273.6916315114,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23
Sulawesi Selatan,Bone,-4.69481489107113,120.129585872919,-23245.07702435394,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23
Sulawesi Selatan,Soppeng,-4.339045666325047,119.89211090141552,-23277.918425883974,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23
Sulawesi Selatan,Wajo,-4.0065376597868605,120.17100020113,-23298.75023329416,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23
Sulawesi Selatan,Sidenreng Rappang,-3.8072903094978994,119.97142678938624,-23318.453949048297,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23
Sulawesi Selatan,Pinrang,-3.6224569765611743,119.59991636023922,-23340.40228054702,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23
Sulawesi Selatan,Enrekang,-3.503723977200986,119.87202985205336,-23344.443625355467,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23
Sulawesi Selatan,Luwu,-3.198548471259324,120.18254653138312,-23362.488809274582,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23
Sulawesi Selatan,Tana Toraja,-3.10851239609031,119.71237539504908,-23378.875136947514,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23
Sulawesi Selatan,Luwu Utara,-2.394945844819459,120.16072592296938,-23426.537165940354,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23
Sulawesi Selatan,Luwu Timur,-2.5506780734644283,121.1385182487634,-23394.95397077134,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23
Sulawesi Selatan,Toraja Utara,-2.888179389700725,119.86893361264688,-23393.235309080126,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23
Sulawesi Selatan,Kota Makassar,-5.133417576267245,119.46114643830622,-23223.516932083938,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23
Sulawesi Selatan,Kota Parepare,-4.029351701078474,119.66160212311384,-23306.975019177844,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23
Sulawesi Selatan,Kota Palopo,-2.9804740323489325,120.14788227898318,-23380.43566844038,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23
Sulawesi Tenggara,Buton,-5.312806972636647,122.92447842029794,-21158.3849581386,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83
Sulawesi Tenggara,Muna,-4.93950199191677,122.6386003935254,-21193.56774709228,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83
Sulawesi Tenggara,Konawe,-3.5253946861663024,121.88615783244352,-21320.334993556502,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83
Sulawesi Tenggara,Kolaka,-4.074941350464884,121.52935628760623,-21283.855146250273,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83
Sulawesi Tenggara,Konawe Selatan,-4.2626521810580105,122.42083547140172,-21251.439956852148,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83
Sulawesi Tenggara,Bombana,-4.797843751008696,121.8512758026264,-21220.286120607376,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83
Sulawesi Tenggara,Wakatobi,-5.57073394620619,123.78490034205323,-21121.022548799945,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83
Sulawesi Tenggara,Kolaka Utara,-3.2454609822046536,121.1519235658838,-21356.954759726374,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83
Sulawesi Tenggara,Buton Utara,-4.695606567787955,123.01743801306476,-21205.416227480357,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83
Sulawesi Tenggara,Konawe Utara,-3.385155741498977,121.99693076917282,-21329.25596159122,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83
Sulawesi Tenggara,Kolaka Timur,-3.795358014136125,121.61223761433818,-21304.356800530462,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83
Sulawesi Tenggara,Konawe Kepulauan,-4.114415857468587,123.0950540658955,-21249.898863460618,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83
Sulawesi Tenggara,Muna Barat,-4.817475718396876,122.4931435851942,-21206.092468459516,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83
Sulawesi Tenggara,Buton Tengah,-5.316823821936229,122.39897465856188,-21168.41500600466,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83
Sulawesi Tenggara,Buton Selatan,-5.605820914082521,122.6772899869363,-21140.055527511642,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83
Sulawesi Tenggara,Kota Kendari,-4.000395568535314,122.5326209280227,-21270.000738616873,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83
Sulawesi Tenggara,Kota Baubau,-5.430032694039403,122.67526754702853,-21154.011948835185,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83
Gorontalo,Boalemo,0.6555993394361129,122.3258783692438,-23313.486316949376,72.04,97.85,89.0,96.13,82.99,82.62,86.05,1.07,98.99
Gorontalo,Gorontalo,0.6937946800927688,122.71075819951798,-23308.931192593976,72.04,97.85,89.0,96.13,82.99,82.62,86.05,1.07,98.99
Gorontalo,Pohuwato,0.6881180518748828,121.71103714382409,-23328.167973679563,72.04,97.85,89.0,96.13,82.99,82.62,86.05,1.07,98.99
Gorontalo,Bone Bolango,0.5331299970924822,123.2911431454798,-23284.783127468207,72.04,97.85,89.0,96.13,82.99,82.62,86.05,1.07,98.99
Gorontalo,Gorontalo Utara,0.8860781037966813,122.66000381377007,-23325.153100519434,72.04,97.85,89.0,96.13,82.99,82.62,86.05,1.07,98.99
Gorontalo,Kota Gorontalo,0.539453813949424,123.05579414696372,-23289.918179903263,72.04,97.85,89.0,96.13,82.99,82.62,86.05,1.07,98.99
Sulawesi Barat,Majene,-3.167416678928875,118.91968133951116,-25319.19631710655,59.95,91.59,91.7,80.14,82.52,78.07,94.2,0.51,94.99
Sulawesi Barat,Polewali Mandar,-3.3119455599831022,119.14448117838847,-25303.327738497497,59.95,91.59,91.7,80.14,82.52,78.07,94.2,0.51,94.99
Sulawesi Barat,Mamasa,-2.9488046518090174,119.31189208704916,-25328.77985182187,59.95,91.59,91.7,80.14,82.52,78.07,94.2,0.51,94.99
Sulawesi Barat,Mamuju,-2.530675005155979,119.32496692861989,-25361.62438486187,59.95,91.59,91.7,80.14,82.52,78.07,94.2,0.51,94.99
Sulawesi Barat,Mamuju Utara,-1.4856642101042288,119.5072072923238,-25440.76595865482,59.95,91.59,91.7,80.14,82.52,78.07,94.2,0.51,94.99
Sulawesi Barat,Mamuju Tengah,-2.0077678624582096,119.51843699999698,-25399.211535927454,59.95,91.59,91.7,80.14,82.52,78.07,94.2,0.51,94.99
Maluku,Maluku Tenggara Barat,-7.584403269203593,131.36764906687992,-18523.368300802722,66.13,92.7,89.11,93.32,80.51,76.5,,,95.37
Maluku,Maluku Tenggara,-5.674753702693174,132.8903569832338,-18644.564534150562,66.13,92.7,89.11,93.32,80.51,76.5,,,95.37
Maluku,Maluku Tengah,-3.15935989966076,129.29145096301465,-18914.56877356531,66.13,92.7,89.11,93.32,80.51,76.5,,,95.37
Maluku,Buru,-3.3029380851024497,126.72128545301786,-18953.813006754957,66.13,92.7,89.11,93.32,80.51,76.5,,,95.37
Maluku,Kepulauan Aru,-6.195864787642663,134.4504113378623,-18572.58973883739,66.13,92.7,89.11,93.32,80.51,76.5,,,95.37
Maluku,Seram Bagian Barat,-3.1334669972558187,128.35347843533975,-18935.08888238582,66.13,92.7,89.11,93.32,80.51,76.5,,,95.37
Maluku,Seram Bagian Timur,-3.415883664078097,130.4383098381614,-18871.677028559716,66.13,92.7,89.11,93.32,80.51,76.5,,,95.37
Maluku,Maluku Barat Daya,-7.823386987554771,127.32388067120571,-18584.077288960358,66.13,92.7,89.11,93.32,80.51,76.5,,,95.37
Maluku,Buru Selatan,-3.5696048639061364,126.55282333999756,-18936.01914438363,66.13,92.7,89.11,93.32,80.51,76.5,,,95.37
Maluku,Kota Ambon,-3.677179835792088,128.1797045281591,-18895.46675988243,66.13,92.7,89.11,93.32,80.51,76.5,,,95.37
Maluku,Kota Tual,-5.553113332631026,132.46653751842126,-18662.5401316239,66.13,92.7,89.11,93.32,80.51,76.5,,,95.37
Maluku Utara,Halmahera Barat,1.3641783935751373,127.58966802629412,-21539.501247805834,68.05,93.28,93.68,88.92,82.32,83.79,,,94.27
Maluku Utara,Halmahera Tengah,0.4027410674866196,128.2821960219882,-21449.750266698728,68.05,93.28,93.68,88.92,82.32,83.79,,,94.27
Maluku Utara,Kepulauan Sula,-1.9632967008633933,125.8390745560858,-21310.54771039756,68.05,93.28,93.68,88.92,82.32,83.79,,,94.27
Maluku Utara,Halmahera Selatan,-0.8235483295334192,127.70511015063754,-21364.03260994362,68.05,93.28,93.68,88.92,82.32,83.79,,,94.27
Maluku Utara,Halmahera Utara,1.5423150567150865,127.83106228613684,-21548.850305474276,68.05,93.28,93.68,88.92,82.32,83.79,,,94.27
Maluku Utara,Halmahera Timur,1.031173281868358,128.30855563949143,-21498.98218783699,68.05,93.28,93.68,88.92,82.32,83.79,,,94.27
Maluku Utara,Pulau Morotai,2.316572985700195,128.44836091184416,-21597.990207465926,68.05,93.28,93.68,88.92,82.32,83.79,,,94.27
Maluku Utara,Pulau Taliabu,-1.818859949789612,124.74064209955654,-21343.612284617593,68.05,93.28,93.68,88.92,82.32,83.79,,,94.27
Maluku Utara,Kota Ternate,0.8388326849972515,127.17256885981035,-21506.12467458804,68.05,93.28,93.68,88.92,82.32,83.79,,,94.27
Maluku Utara,Kota Tidore Kepulauan,0.4851921048355661,127.67367006071122,-21468.260549169332,68.05,93.28,93.68,88.92,82.32,83.79,,,94.27
Papua Barat,Fakfak,-3.0592979605554755,132.91208544589364,-12563.538783411765,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31
Papua Barat,Kaimana,-3.61303349806227,134.02252031797124,-12497.834974171954,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31
Papua Barat,Teluk Wondama,-2.8228113020918952,134.37448736339238,-12553.46353971772,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31
Papua Barat,Teluk Bintuni,-2.0030982905791928,133.308510859766,-12639.348482643716,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31
Papua Barat,Sorong Selatan,-1.7166784648883764,132.15111985562763,-12684.814399300705,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31
Papua Barat,Sorong,-1.1165906216046029,131.56448723464018,-12743.873230145422,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31
Papua Barat,Raja Ampat,-0.9001476361814366,130.57427934381653,-12780.50718672947,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31
Papua Barat,Tambrauw,-0.806709841623473,132.7511333662371,-12745.038459589232,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31
Papua Barat,Maybrat,-1.322247777460044,132.3756784814474,-12711.618291001498,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31
Papua Barat,Manokwari Selatan,-1.5930660926045703,133.97273598008962,-12658.729726920645,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31
Papua Barat,Kota Sorong,-0.8704765906438268,131.33783800464067,-12767.820400634373,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31
Papua,Merauke,-7.840149703675268,139.70434046029644,-15971.420671985896,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Jayawijaya,-4.088256158070627,138.86933795051496,-16284.888787428867,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Jayapura,-2.978903134852455,139.97582360159277,-16350.92419397369,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Nabire,-3.376555491288597,135.58432543038532,-16405.919270664894,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Kepulauan Yapen,-1.7456981623012486,136.17413436330068,-16523.414749639254,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Biak Numfor,-1.0039940460778705,135.84431533497525,-16588.627802152794,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Paniai,-3.8051988502703136,136.49284009488457,-16354.094759658263,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Puncak Jaya,-3.460215580962725,137.84375769327374,-16354.804161625314,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Mimika,-4.500496139802828,136.69388567346363,-16295.091353367246,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Boven Digoel,-5.987000924524434,140.36645217355553,-16105.090497533649,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Mappi,-6.495805617760449,139.3990145586796,-16083.860509721864,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Asmat,-5.369080519807628,138.56035063859574,-16189.574460804482,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Yahukimo,-4.48920644486582,139.60325048543234,-16238.694857479075,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Pegunungan Bintang,-4.51749718585348,140.53269475341327,-16218.152855094644,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Tolikara,-3.483927785594827,138.40858719051505,-16341.80450287846,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Sarmi,-2.471878085602691,139.00316703754345,-16410.216996328116,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Keerom,-3.332129541727913,140.68325992453882,-16309.029773253804,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Waropen,-2.746968245977208,136.72818551310243,-16433.237176384773,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Supiori,-0.7320891587827743,135.56465243738694,-16615.660680868146,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Mamberamo Raya,-2.489622234073396,137.96906678293686,-16429.175414090772,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Nduga,-4.427393078503478,138.24047338840816,-16270.42378891488,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Lanny Jaya,-3.9856667853320538,138.27098218450453,-16304.79308989341,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Mamberamo Tengah,-3.608634111585949,139.0276651416352,-16319.741216813618,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Yalimo,-3.813879354213458,139.4585918219737,-16295.006933648794,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Puncak,-3.6195420391071496,137.4000323600759,-16350.928485917277,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Dogiyai,-4.016855376919882,135.66759910673224,-16353.588960466159,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Intan Jaya,-3.536387532808406,136.7448086261519,-16370.414017139216,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Deiyai,-4.140289573526386,136.38461568497954,-16329.697809273073,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua,Kota Jayapura,-2.659352331621906,140.80889644412335,-16359.81741866687,62.15,96.68,87.0,85.84,80.57,65.15,,,90.24
Papua Barat,Pegunungan Arfak,-1.1953920807666962,133.7338928350233,-12694.915539226313,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31
Papua Barat,Manokwari,-0.9083588052018188,133.8512580967311,-12715.327935150573,58.22,98.33,88.86,82.38,79.0,64.43,,,82.31
Jawa Barat,Ciamis,-7.29053690285331,108.42864856238518,-14943.558459591208,56.25,78.81,94.26,94.9,75.1,82.37,83.44,5.91,99.9
Bengkulu,Kaur,-4.60719695403005,103.40750472085702,-17657.374459772946,56.52,95.61,95.66,72.1,83.01,81.71,89.76,3.49,99.75
