provinsi,kabupaten_kota,latitude,longitude,prediksi_sewa,rumah_layak_huni,ketahanan_bangunan,luas_lantai_7_2,akses_air_minum,akses_sanitasi,cuci_tangan,status_milik_sendiri,status_kontrak_sewa,listrik_pln
Jawa Barat,Karawang,-6.252023717395748,107.3542287175649,-15046.931382173081,56.25,78.81,94.26,94.9,75.1,82.37,83.44,5.91,99.9
Jawa Barat,Bekasi,-6.215388528000242,107.12065980466356,-15054.431037011816,56.25,78.81,94.26,94.9,75.1,82.37,83.44,5.91,99.9
Jawa Barat,Bandung Barat,-6.897055954169557,107.4149529293919,-14994.670463455266,56.25,78.81,94.26,94.9,75.1,82.37,83.44,5.91,99.9
Jawa Barat,Pangandaran,-7.635621943855612,108.51884965656672,-14914.462960290182,56.25,78.81,94.26,94.9,75.1,82.37,83.44,5.91,99.9
Jawa Barat,Kota Bogor,-6.593453042798799,106.79956414833416,-15030.823779108046,56.25,78.81,94.26,94.9,75.1,82.37,83.44,5.91,99.9
Jawa Barat,Kota Sukabumi,-6.93987186159354,106.92433205514534,-15000.94201042039,56.25,78.81,94.26,94.9,75.1,82.37,83.44,5.91,99.9
Jawa Barat,Kota Bandung,-6.919135135270234,107.6366017133277,-14988.557888948693,56.25,78.81,94.26,94.9,75.1,82.37,83.44,5.91,99.9
Jawa Barat,Kota Cirebon,-6.74199069176132,108.55332894645562,-14984.529958560352,56.25,78.81,94.26,94.9,75.1,82.37,83.44,5.91,99.9
Jawa Barat,Kota Bekasi,-6.280230672396908,106.97568221083898,-15052.152541608913,56.25,78.81,94.26,94.9,75.1,82.37,83.44,5.91,99.9
Jawa Barat,Kota Depok,-6.396102174995955,106.81680806207645,-15046.107860129263,56.25,78.81,94.26,94.9,75.1,82.37,83.44,5.91,99.9
Jawa Barat,Kota Cimahi,-6.886495205865237,107.54358228548745,-14992.973596991127,56.25,78.81,94.26,94.9,75.1,82.37,83.44,5.91,99.9
Jawa Barat,Kota Tasikmalaya,-7.360250810183055,108.2193545848017,-14942.160779463517,56.25,78.81,94.26,94.9,75.1,82.37,83.44,5.91,99.9
Jawa Barat,Kota Banjar,-7.376302096784516,108.5665017726714,-14934.054140518398,56.25,78.81,94.26,94.9,75.1,82.37,83.44,5.91,99.9
Jawa Barat,Waduk Cirata,-6.737689508119021,107.29899968585192,-15009.570313307324,56.25,78.81,94.26,94.9,75.1,82.37,83.44,5.91,99.9
Jawa Tengah,Cilacap,-7.490962972926563,108.89041296658068,-26727.152492614157,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Banyumas,-7.45514503147709,109.17558000856032,-26724.372668883538,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Purbalingga,-7.322916241641145,109.40731841207436,-26730.277485741237,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Banjarnegara,-7.351881908056216,109.65741934453622,-26723.059459572753,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Kebumen,-7.655168808882135,109.61736034128552,-26699.83802597592,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Purworejo,-7.699577291040891,109.96603744068976,-26689.4563112367,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Wonosobo,-7.415535200090703,109.90722306999888,-26713.10117655463,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Magelang,-7.501579691939518,110.24673321887194,-26699.603783530383,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Boyolali,-7.418562123472956,110.65065631607403,-26698.22209903858,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Klaten,-7.686395121198295,110.61989755589164,-26677.6243011934,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Sukoharjo,-7.680857384229969,110.83462858664124,-26673.834292683754,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Wonogiri,-7.920201595152831,111.00040370114164,-26651.621780660993,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Karanganyar,-7.614457703677596,111.01926543165686,-26675.45513621602,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Sragen,-7.387131166804866,110.97743516481192,-26694.275565471202,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Grobogan,-7.116879665010258,110.92710077486868,-26716.66168854305,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Blora,-7.075962401610758,111.38763651697356,-26710.83225858283,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Rembang,-6.775462804225791,111.46127490119795,-26733.171795958304,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Pati,-6.743927220388302,111.0415158894135,-26743.93412603763,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Kudus,-6.789067975370961,110.86972203407196,-26743.743384273534,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Jepara,-6.548526503338319,110.76785783741848,-26764.792166663494,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Demak,-6.910835809829076,110.6318500799114,-26738.787507973288,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Semarang,-7.272031283650321,110.47526529185173,-26713.276224074853,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Temanggung,-7.2578589725762095,110.13563225523384,-26721.08614426268,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Kendal,-7.037666108341629,110.15611950560432,-26738.114686997847,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Batang,-7.0212670438715215,109.86149355725536,-26745.214627254703,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Pekalongan,-7.056829215030643,109.6204168941512,-26747.146486113415,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Pemalang,-7.036440934968002,109.3950228244954,-26753.198948293102,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Tegal,-7.031101954823329,109.15840497401196,-26758.28102014788,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Brebes,-7.058903017451165,108.92792084506812,-26760.61871662851,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Kota Magelang,-7.477141910537477,110.22013206136418,-26702.062266549357,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Kota Surakarta,-7.558081647131424,110.82338935232846,-26683.775377909893,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Kota Salatiga,-7.33827127884699,110.49842771998922,-26707.57610665151,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Kota Semarang,-7.020507440989723,110.38964817234184,-26734.87451377425,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Kota Pekalongan,-6.893131821863905,109.67782058785632,-26758.975514916252,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Kota Tegal,-6.8689354573083365,109.11565760376344,-26771.960994960056,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Wadung Kedungombo,-7.282944181324387,110.81464556911006,-26705.729318567945,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Jawa Tengah,Hutan,-7.167433261122551,110.357084931398,-26723.884087125734,71.76,86.18,98.35,95.43,86.72,86.49,90.9,1.15,99.94
Daerah Istimewa Yogyakarta,Kulon Progo,-7.818871123551966,110.16740723580467,-16352.792696625087,,,,,,,,,
Daerah Istimewa Yogyakarta,Bantul,-7.901669178765105,110.35469212971462,-16342.549883887994,,,,,,,,,
Daerah Istimewa Yogyakarta,Gunung Kidul,-7.994236619045601,110.61206092207424,-16330.153590581343,,,,,,,,,
Daerah Istimewa Yogyakarta,Sleman,-7.7154348316663315,110.38349097097276,-16356.726369333825,,,,,,,,,
Daerah Istimewa Yogyakarta,Kota Yogyakarta,-7.803291505954964,110.37435371664128,-16349.950962793926,,,,,,,,,
Jawa Timur,Pacitan,-8.126217614235411,111.17903272920844,-22957.085802494945,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Ponorogo,-7.931320121469852,111.49936570532776,-22966.20732639315,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Trenggalek,-8.161920885563308,111.626270634853,-22945.45242437248,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Tulungagung,-8.113254812027218,111.88720203331584,-22944.16698693434,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Blitar,-8.130109025955555,112.23812949353372,-22935.92234288512,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Kediri,-7.8288714309496354,112.08963614951986,-22962.694450909217,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Malang,-8.126856949210472,112.64107524720734,-22928.24512281799,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Lumajang,-8.125301011033299,113.1375746506189,-22918.59139680684,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Jember,-8.23597854587365,113.65569522626976,-22899.626745452002,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Banyuwangi,-8.364926627973478,114.205523988406,-22878.591285500883,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Bondowoso,-7.944023536737516,113.94755044463643,-22916.992779968128,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Situbondo,-7.8013125242293615,114.05138036143671,-22926.246173466192,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Probolinggo,-7.866519918228999,113.32086685061878,-22935.46894516941,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Pasuruan,-7.742918212946321,112.83173971315628,-22954.885832774715,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Sidoarjo,-7.4520545825833695,112.70135722585869,-22980.480033808042,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Mojokerto,-7.54986741850465,112.4852490238952,-22976.99203407263,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Jombang,-7.545102315024298,112.26512941136484,-22981.70379599753,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Nganjuk,-7.597422658443768,111.93843847465556,-22983.99485190452,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Madiun,-7.624222283603833,111.64571615360022,-22987.637403243076,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Magetan,-7.662881128280901,111.35790237163866,-22990.24444041398,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Ngawi,-7.439238508650867,111.34309012110774,-23008.24119563356,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Bojonegoro,-7.255432770245719,111.80983737847164,-23013.601478115394,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Tuban,-6.953135827901162,111.89151235045122,-23035.92505172218,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Lamongan,-7.131112465577127,112.30078098817832,-23013.776020692258,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Gresik,-6.926869202614068,112.55814823396013,-23024.877320263324,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Bangkalan,-7.044238270956218,112.92961853093335,-23008.27071098626,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Sampang,-7.051983810509522,113.25626662790758,-23001.225273132008,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Pamekasan,-7.065107508169855,113.50391466611607,-22995.30970700297,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Sumenep,-6.966833774395336,114.40501110021468,-22985.34562917044,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Kota Kediri,-7.82630476705957,112.01383739813058,-22964.39024990194,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Kota Blitar,-8.095024174788081,112.1669967463244,-22940.10062223894,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Kota Malang,-7.978964473041325,112.63637975865775,-22940.04576333856,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Kota Probolinggo,-7.774315119627388,113.20543201306673,-22945.041612027544,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Kota Pasuruan,-7.649688955638756,112.91006798709492,-22960.724082634853,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Kota Mojokerto,-7.471312683661175,112.43743635438446,-22984.15247492605,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Kota Madiun,-7.627983262599412,111.52817621422015,-22989.654216700925,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Kota Surabaya,-7.275073393954656,112.72380662893435,-22994.049007103018,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Jawa Timur,Kota Batu,-7.833108849706685,112.53111989983498,-22953.66543353587,73.4,88.17,97.45,96.93,85.56,84.32,90.93,2.61,99.71
Banten,Pandeglang,-6.590230627261489,105.7429822852084,-15995.66445874293,64.94,77.06,96.04,94.01,87.93,83.0,86.49,6.17,99.79
Banten,Lebak,-6.642128938347915,106.21285365156396,-15982.303279920507,64.94,77.06,96.04,94.01,87.93,83.0,86.49,6.17,99.79
Banten,Tangerang,-6.174630989028612,106.5185128662444,-16013.294668698694,64.94,77.06,96.04,94.01,87.93,83.0,86.49,6.17,99.79
Banten,Serang,-6.142218782556982,106.14665476825932,-16023.183149004059,64.94,77.06,96.04,94.01,87.93,83.0,86.49,6.17,99.79
Banten,Kota Tangerang,-6.182869499826618,106.6518227032072,-16010.017357982724,64.94,77.06,96.04,94.01,87.93,83.0,86.49,6.17,99.79
Banten,Kota Cilegon,-5.998046785450348,106.01927592674215,-16037.105091660622,64.94,77.06,96.04,94.01,87.93,83.0,86.49,6.17,99.79
Banten,Kota Serang,-6.123386067592276,106.16629867579528,-16024.287253908538,64.94,77.06,96.04,94.01,87.93,83.0,86.49,6.17,99.79
Banten,Kota Tangerang Selatan,-6.301847863996328,106.7073409716394,-15999.504970400252,64.94,77.06,96.04,94.01,87.93,83.0,86.49,6.17,99.79
Bali,Jembrana,-8.31252270443837,114.6826647939009,-4308.151333732028,85.99,93.53,95.35,98.32,96.83,92.08,83.52,11.01,99.9
Bali,Tabanan,-8.428221709828733,115.07877738641022,-4291.191689978668,85.99,93.53,95.35,98.32,96.83,92.08,83.52,11.01,99.9
Bali,Badung,-8.58346725870223,115.18840533719332,-4276.742634098882,85.99,93.53,95.35,98.32,96.83,92.08,83.52,11.01,99.9
Bali,Gianyar,-8.480494358632214,115.2875567655051,-4282.942214486509,85.99,93.53,95.35,98.32,96.83,92.08,83.52,11.01,99.9
Bali,Klungkung,-8.666548920391307,115.49350271738868,-4264.15744398937,85.99,93.53,95.35,98.32,96.83,92.08,83.52,11.01,99.9
Bali,Bangli,-8.293590552404062,115.34684316768488,-4296.571347759476,85.99,93.53,95.35,98.32,96.83,92.08,83.52,11.01,99.9
Bali,Karang Asem,-8.374200993455263,115.53007063688295,-4286.58161898763,85.99,93.53,95.35,98.32,96.83,92.08,83.52,11.01,99.9
Bali,Buleleng,-8.200235942141632,114.96257794235508,-4311.52876208735,85.99,93.53,95.35,98.32,96.83,92.08,83.52,11.01,99.9
Bali,Kota Denpasar,-8.668357813764176,115.22086623005592,-4269.382908635345,85.99,93.53,95.35,98.32,96.83,92.08,83.52,11.01,99.9
Nusa Tenggara Barat,Lombok Barat,-8.664408697512396,116.09423484625384,-23827.230997976512,67.74,84.83,91.37,96.13,86.8,77.04,91.93,1.28,99.89
Nusa Tenggara Barat,Lombok Tengah,-8.722795829769597,116.28914365339052,-23818.770593003406,67.74,84.83,91.37,96.13,86.8,77.04,91.93,1.28,99.89
Nusa Tenggara Barat,Lombok Timur,-8.533116718958105,116.53066631816635,-23829.030901153834,67.74,84.83,91.37,96.13,86.8,77.04,91.93,1.28,99.89
Nusa Tenggara Barat,Sumbawa,-8.703221200371717,117.48493808830204,-23796.773059425264,67.74,84.83,91.37,96.13,86.8,77.04,91.93,1.28,99.89
Nusa Tenggara Barat,Dompu,-8.472141966031373,118.21680611851356,-23800.655162717787,67.74,84.83,91.37,96.13,86.8,77.04,91.93,1.28,99.89
Nusa Tenggara Barat,Bima,-8.474763701975414,118.61861995592824,-23792.53522084796,67.74,84.83,91.37,96.13,86.8,77.04,91.93,1.28,99.89
Nusa Tenggara Barat,Sumbawa Barat,-8.829708937760703,116.91505782417316,-23797.981322986092,67.74,84.83,91.37,96.13,86.8,77.04,91.93,1.28,99.89
Nusa Tenggara Barat,Lombok Utara,-8.349040795636183,116.28349719153228,-23848.470782462842,67.74,84.83,91.37,96.13,86.8,77.04,91.93,1.28,99.89
Nusa Tenggara Barat,Kota Mataram,-8.590268831230997,116.11109308466004,-23832.768449205472,67.74,84.83,91.37,96.13,86.8,77.04,91.93,1.28,99.89
Nusa Tenggara Barat,Kota Bima,-8.455799435365842,118.78490654437653,-23790.76210032031,67.74,84.83,91.37,96.13,86.8,77.04,91.93,1.28,99.89
Nusa Tenggara Timur,Sumba Barat,-9.642180801803375,119.37971407346738,-22512.712412647146,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01
Nusa Tenggara Timur,Sumba Timur,-9.87729808135647,120.25496768589085,-22476.863713645424,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01
Nusa Tenggara Timur,Kupang,-9.918213637259829,123.8599568609068,-22402.63628493088,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01
Nusa Tenggara Timur,Timor Tengah Selatan,-9.827955804523938,124.3967496167382,-22399.21136312271,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01
Nusa Tenggara Timur,Timor Tengah Utara,-9.37753021365492,124.56966764574771,-22431.46508364308,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01
Nusa Tenggara Timur,Belu,-9.153849827003624,124.9684445880492,-22441.32056494392,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01
Nusa Tenggara Timur,Alor,-8.303671708671658,124.56876213281348,-22516.49688818981,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01
Nusa Tenggara Timur,Lembata,-8.380280709360466,123.542344526975,-22530.643877996597,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01
Nusa Tenggara Timur,Flores Timur,-8.365094347184668,122.94442274719088,-22543.620215285377,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01
Nusa Tenggara Timur,Sikka,-8.6086620621142,122.30372135527575,-22536.954214797657,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01
Nusa Tenggara Timur,Ende,-8.67723952109192,121.73413180929138,-22542.74132678535,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01
Nusa Tenggara Timur,Ngada,-8.667527083860396,121.00118186711704,-22557.94324142893,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01
Nusa Tenggara Timur,Manggarai,-8.56936108974567,120.40152206860398,-22577.523037614614,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01
Nusa Tenggara Timur,Rote Ndao,-10.726035534908306,123.12435711883164,-22353.16877703644,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01
Nusa Tenggara Timur,Manggarai Barat,-8.602543458665204,119.98892113580357,-22583.020897981478,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01
Nusa Tenggara Timur,Sumba Tengah,-9.547713224677326,119.66562263710986,-22514.561092837957,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01
Nusa Tenggara Timur,Sumba Barat Daya,-9.53424325241282,119.18003654738784,-22525.18947112119,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01
Nusa Tenggara Timur,Nagekeo,-8.688708669769012,121.27301155096664,-22550.913580734603,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01
Nusa Tenggara Timur,Manggarai Timur,-8.571655003364476,120.6905940597148,-22571.649124153162,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01
Nusa Tenggara Timur,Sabu Raijua,-10.535743351329184,121.84435440613218,-22393.43900288275,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01
Nusa Tenggara Timur,Malaka,-9.521768984672995,124.88932013063582,-22413.75166468322,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01
Nusa Tenggara Timur,Kota Kupang,-10.204297644817244,123.6071839720373,-22384.965442481334,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01
Kalimantan Barat,Sambas,1.429969837468297,109.34638469723927,-22153.31078613474,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95
Kalimantan Barat,Bengkayang,1.0120337452738288,109.56443931651567,-22115.930250048135,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95
Kalimantan Barat,Landak,0.5165585615059111,109.77118030315104,-22072.633974269804,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95
Kalimantan Barat,Mempawah,0.3583352643848569,109.15602514229012,-22072.221372710264,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95
Kalimantan Barat,Sanggau,0.2686857480038473,110.43207636705192,-22039.99651918222,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95
Kalimantan Barat,Ketapang,-1.6332240115575,110.61387416347104,-21885.84844991963,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95
Kalimantan Barat,Sintang,0.0926358993417124,112.07152422968528,-21993.775736901676,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95
Kalimantan Barat,Kapuas Hulu,0.8352381511761106,112.81087616535685,-22038.006125221666,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95
Kalimantan Barat,Sekadau,-0.0038791314102325,110.9513185688061,-22008.193673278365,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95
Kalimantan Barat,Melawi,-0.6326354218771204,111.72757674162632,-21943.131207687744,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95
Kalimantan Barat,Kayong Utara,-1.091862906946181,109.92513952489408,-21942.268630748877,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95
Kalimantan Barat,Kubu Raya,-0.3867407691861245,109.5374741754306,-22005.724694934255,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95
Kalimantan Barat,Kota Pontianak,-0.0252254562747231,109.33141043323172,-22038.402456340948,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95
Kalimantan Barat,Kota Singkawang,0.8985240195732173,109.0348921275268,-22117.371715858968,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95
Kalimantan Tengah,Kotawaringin Barat,-2.5456909214682857,111.74686194967607,-20696.217784776323,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04
Kalimantan Tengah,Kotawaringin Timur,-2.064989919410805,112.71302993951856,-20715.24789349521,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04
Kalimantan Tengah,Kapuas,-1.74785070749573,114.29802530756368,-20709.14358643281,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04
Kalimantan Tengah,Barito Selatan,-1.801865359244946,114.92403688518849,-20692.540201393014,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04
Kalimantan Tengah,Barito Utara,-0.9330650695788693,115.13473254144996,-20757.171415736768,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04
Kalimantan Tengah,Sukamara,-2.6230390372949848,111.16090519396862,-20701.632849434525,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04
Kalimantan Tengah,Lamandau,-1.8011215799644358,111.40667879322268,-20761.86175513082,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04
Kalimantan Tengah,Seruyan,-2.2830091015227243,112.17627058319032,-20708.55769661166,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04
Kalimantan Tengah,Katingan,-1.6998763116309106,113.05983209066288,-20737.32366521576,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04
Kalimantan Tengah,Pulang Pisau,-2.716050586507444,113.95521249515562,-20639.24482976966,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04
Kalimantan Tengah,Gunung Mas,-1.025667237910998,113.53316192615937,-20781.378003085254,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04
Kalimantan Tengah,Barito Timur,-1.9781858653198352,115.1596445727158,-20673.941955978236,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04
Kalimantan Tengah,Murung Raya,-0.0309139866712799,114.2791010177853,-20845.440674524336,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04
Kalimantan Tengah,Kota Palangka Raya,-2.0184573277309483,113.7690709379542,-20698.13651552743,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04
Kalimantan Selatan,Tanah Laut,-3.8188206233003856,114.90339051664772,-19691.75115628771,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89
Kalimantan Selatan,Kota Baru,-2.986971197080788,116.06540100677636,-19734.72410573907,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89
Kalimantan Selatan,Banjar,-3.3182526363359104,115.08834626802737,-19727.737448432792,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89
Kalimantan Selatan,Barito Kuala,-3.090319906535417,114.6260716781393,-19754.885120868017,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89
Kalimantan Selatan,Tapin,-2.9246706926356616,115.04784371771024,-19759.6936462198,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89
Kalimantan Selatan,Hulu Sungai Selatan,-2.7282749058159417,115.20686770152552,-19772.110229499063,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89
Kalimantan Selatan,Hulu Sungai Tengah,-2.603491692591009,115.50213492251886,-19776.174614857347,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89
