"Intercept","distance_center","road_width","y","yhat","residual","CV_Score","Stud_residual","Intercept_SE","distance_center_SE","road_width_SE","Intercept_TV","distance_center_TV","road_width_TV","Local_R2","longitude","latitude","dominant_variable"
26.1801538683646,-1.21187756313638,0.241974943268909,12.99,13.3840880238818,-0.394088023881791,0,-0.0570040296960459,1.29635498838449,0.107593343219665,0.0629856251872443,20.1952043251595,-11.2634994589041,3.84174869344495,0.418865796553237,106.711616722434,-6.12676477084501,"distance_center"
26.2270659833177,-1.21925301176529,0.249309231396816,17.68,19.363351040908,-1.68335104090796,0,-0.241488407065203,1.29461786250606,0.107851496397841,0.0629526101500942,20.2585386335923,-11.3049243866559,3.96026837969708,0.42909918977771,106.86648852816,-6.25753217786434,"distance_center"
26.8304337221185,-1.23774771808029,0.222713035286654,40.28,28.303234523268,11.976765476732,0,1.69959170598527,1.29543140371253,0.108113056324305,0.0630367631768091,20.7115819835972,-11.4486423764346,3.53306585019247,0.42575651170893,106.72789877213,-6.24157107029296,"distance_center"
26.5243022674805,-1.23019884379246,0.238379080242878,21.67,26.5140019907741,-4.84400199077407,0,-0.686156320721543,1.29182494608204,0.107714415896034,0.0628173868851157,20.5324276698059,-11.4209303699872,3.79479459530592,0.428476757100012,106.82150897038,-6.26589517526254,"distance_center"
26.1609265680317,-1.21931177137378,0.249132377638912,9.07,15.2658943893183,-6.19589438931833,0,-0.895618337611881,1.28975739323454,0.107603814314097,0.0627624189629491,20.2836027188211,-11.3314920957597,3.96945149271548,0.426272512699627,106.836846605302,-6.21196950125208,"distance_center"
26.2684764278482,-1.22156117889696,0.240244765830891,20.91,22.8053187120262,-1.89531871202618,0,-0.271211462370585,1.2967815923343,0.107469184543678,0.0630088984549832,20.2566697299913,-11.3666181062394,3.81287043134922,0.422211756420529,106.75175599632,-6.1674955431292,"distance_center"
26.8396475773311,-1.23581325168058,0.222471911095848,23,26.154046591199,-3.15404659119903,0,-0.446952027413878,1.29383900127866,0.108117028780614,0.0629648432597595,20.7441942550861,-11.430329390463,3.53327189552505,0.426416997044439,106.71769850041,-6.26080342751617,"distance_center"
26.0918492878021,-1.21350259789976,0.252553064635797,22.02,26.957720307243,-4.93772030724303,0,-0.700791631745158,1.29121699188393,0.107658496364154,0.0628160070432323,20.2071762157755,-11.2717773225729,4.02052082778806,0.427742654298344,106.86574750183,-6.22864933466128,"distance_center"
26.2569691036613,-1.21481447736954,0.239545407861086,24.47,17.3931566586527,7.07684334134729,0,1.01604232490044,1.29504168088301,0.107482075685227,0.062924143475473,20.2749992461697,-11.3024843409915,3.80689183245629,0.419509188282021,106.701104423425,-6.13690771430903,"distance_center"
26.7681130999323,-1.23523680763879,0.227584142752203,26.08,24.0740761879784,2.00592381202161,0,0.284720510028962,1.2914346145164,0.107903328988514,0.062833862104756,20.7274242141605,-11.4476246397392,3.62199831633423,0.427854944596034,106.771693145709,-6.27682618809497,"distance_center"
25.8278893205409,-1.19877104074008,0.25683910446321,29.2,22.8694110175536,6.33058898244642,0,0.897011093914523,1.29183015025803,0.108041430220568,0.0628555088920976,19.993254775314,-11.0954754883638,4.08618288182376,0.424005245603029,106.845921235668,-6.17248850572896,"distance_center"
26.3490899243882,-1.22567702774253,0.245206669842754,37.28,30.5524846268876,6.72751537311238,0,0.96294774826459,1.29495852795067,0.107921435857523,0.0629660773109162,20.3474392080238,-11.3571230590433,3.8942662512064,0.428446137386087,106.844345904233,-6.25280301605021,"distance_center"
25.7805298637839,-1.19284448983498,0.255379691682721,15.5,24.9368683283378,-9.43686832833776,0,-1.33669106375685,1.29246252870055,0.107951829640485,0.062872456643739,19.9468296304913,-11.049784832805,4.06186914454141,0.419234995247962,106.801714138233,-6.11848670521478,"distance_center"
26.80944216483,-1.23589666833403,0.223025775417225,26.9,28.7091906513185,-1.80919065131847,0,-0.257166840274349,1.29488238526295,0.108059488479961,0.0630033830521171,20.7041523384271,-11.4371878464261,3.53990158326476,0.425623539412176,106.715395981966,-6.24204970941725,"distance_center"
26.0584095364979,-1.20727376749782,0.245982058482752,17.23,16.0900428950439,1.13995710495606,0,0.16392526602261,1.29685252786082,0.107720443842088,0.0630214288761352,20.0935796296605,-11.2074711580989,3.90314949802574,0.418769402983901,106.737314011777,-6.121488200302,"distance_center"
26.7181348466309,-1.23865694961008,0.226593793153437,10.63,15.1658361488638,-4.5358361488638,0,-0.647341291951667,1.29617981903582,0.107757501182615,0.0630486967574687,20.612984752768,-11.4948559127308,3.59394888089569,0.424729364271239,106.745587032508,-6.21457844227475,"distance_center"
26.803235610618,-1.23729313200015,0.223287478378821,19.58,15.0976176583047,4.48238234169527,0,0.6464822797785,1.29638038017397,0.108085868372696,0.0630695295201927,20.6754406503909,-11.4473163849114,3.54033841821084,0.425304105175997,106.723973073467,-6.23247696571927,"distance_center"
25.6501754897831,-1.1833580216645,0.261342871304745,25.85,26.9894203189477,-1.13942031894766,0,-0.161857735712059,1.28965896395934,0.107915460586641,0.0627441869609481,19.8891150347494,-10.9656022893441,4.16521249159551,0.418015817532783,106.894356416544,-6.10751054101158,"distance_center"
26.2314835858168,-1.22257682560264,0.241992606156568,13.04,20.1038427589525,-7.06384275895245,0,-1.00573666317762,1.29590263218766,0.107410735915835,0.0629864945609027,20.2418630337485,-11.3822590933613,3.84197609096315,0.422791122970682,106.769014249605,-6.17312973105973,"distance_center"
25.7401850828561,-1.19226763168069,0.257928443299925,39.59,29.3667646338855,10.2232353661145,0,1.46092351232553,1.29337666791887,0.108249428963748,0.0629246512157182,19.9015381375897,-11.0140777932415,4.09900473529358,0.422020286597838,106.834427109481,-6.14767607693426,"distance_center"
26.3077839880684,-1.22188267753272,0.246645105842701,18.45,20.1196073050515,-1.66960730505146,0,-0.236840917512397,1.29444086052806,0.107826531209028,0.0629330680853993,20.3236662178112,-11.3319297563604,3.91916544586713,0.429448887223771,106.859669024997,-6.26985649120691,"distance_center"
26.5635709175859,-1.22737847344392,0.230276815934189,29.15,30.5785776687535,-1.42857766875354,0,-0.203274781332938,1.29202689164833,0.10742303181919,0.0628172966277505,20.559611482774,-11.4256547470174,3.6658186247458,0.423361578186088,106.703317565786,-6.19758138834014,"distance_center"
26.8087541017653,-1.23795925142583,0.223206450581932,22.71,21.9315203598247,0.778479640175291,0,0.110950870440317,1.29672797116208,0.10810572312393,0.0630876351611604,20.6741542543733,-11.4513757056752,3.53803800081807,0.425315860813482,106.727504188829,-6.23178672978995,"distance_center"
25.7302007656962,-1.19057224092212,0.257920610854426,11.97,17.1867587590883,-5.21675875908829,0,-0.74869899233815,1.2916600721827,0.108075533177566,0.0628422822232362,19.9202571325258,-11.0161125827252,4.1042527694683,0.421093422958379,106.831996809207,-6.13655555995976,"distance_center"
26.0671631286753,-1.21288212635762,0.24660460442472,18.79,23.6560851417538,-4.86608514175383,0,-0.691176997152664,1.29762244416086,0.107740523045424,0.0630670981730469,20.0884034073041,-11.2574367756342,3.91019424657962,0.42163603427822,106.769841914923,-6.15480886422595,"distance_center"
26.8354485759791,-1.23516908557018,0.222733480697012,22.64,18.6743009866301,3.96569901336987,0,0.566561342841072,1.29304640786108,0.108078170663592,0.0629275486033369,20.7536623688313,-11.4284788314452,3.53952260401894,0.426664444348885,106.716827992999,-6.26767425718108,"distance_center"
25.8348830401778,-1.1993128752831,0.256170862890425,20.61,20.8214332485247,-0.211433248524713,0,-0.0302235462215314,1.29171700525378,0.108030347577264,0.0628502069273651,20.0004203204726,-11.1016293308262,4.07589529794989,0.423688691237365,106.838379039539,-6.16960774809948,"distance_center"
25.8079548464804,-1.1972033717357,0.257436137122182,16.47,20.5778799146747,-4.10787991467474,0,-0.583199070383545,1.29168870750321,0.108039271627899,0.0628477900838683,19.980011202828,-11.0811869952162,4.09618439691582,0.423886254046693,106.849298281024,-6.17007342019056,"distance_center"
25.9572486341262,-1.2014122194518,0.249147023610117,14.83,23.9816818908222,-9.15168189082216,0,-1.29606749354888,1.2952337859788,0.107753164467454,0.0629650703351514,20.0405895175985,-11.1496699460244,3.95690852537691,0.417501015506851,106.748797928676,-6.10539788904951,"distance_center"
25.8448990634055,-1.20019778803201,0.255310680692062,7.74,15.2654637720801,-7.52546377208013,0,-1.07184953393923,1.29214581849146,0.108046566848204,0.062870025224599,20.0015344193727,-11.108152929266,4.06092855506232,0.423305971999086,106.829020672406,-6.16621518806738,"distance_center"
25.9795453638647,-1.20426661557566,0.248634761085459,38.19,28.3768727792985,9.81312722070148,0,1.3931427414697,1.29680043624152,0.107826571900697,0.0630330035621986,20.0335723507007,-11.1685514465277,3.94451711062944,0.419139481887888,106.755912068359,-6.12330119554675,"distance_center"
25.6599553701128,-1.18496387007663,0.261554110644047,23.96,13.7038762879527,10.2561237120473,0,1.47117769234107,1.29111015393309,0.108038384217019,0.0628133930099945,19.8743347280983,-10.9679895591216,4.16398634288758,0.420539489825917,106.892723995418,-6.12939810890653,"distance_center"
25.9411084439368,-1.20655458336688,0.254013480939582,18.96,17.2124209708243,1.74757902917575,0,0.248342217617239,1.29061898854919,0.107841427951732,0.0628030613121172,20.0997418092365,-11.1882289235536,4.04460348958456,0.424786180805569,106.839205959335,-6.18598776598213,"distance_center"
25.7857118400624,-1.19357691211567,0.255331188895852,23.47,27.6780106434231,-4.20801064342314,0,-0.601187830928522,1.29237959927618,0.107952178458801,0.0628692374615789,19.952119218304,-11.0565338204008,4.06130564335048,0.419780475387114,106.803665930473,-6.12452538561441,"distance_center"
25.6604887848813,-1.18532819093572,0.260631481113781,27.05,24.2314064386973,2.81859356130268,0,0.399737177307867,1.29234614175932,0.10820110435021,0.0628726969712173,19.8557398484191,-10.954862226722,4.1453841439806,0.420381567010056,106.862022678936,-6.12658553628398,"distance_center"
25.7065889359003,-1.18955970542629,0.258931323956624,21.32,27.8713887411482,-6.55138874114824,0,-0.930910246173332,1.29352593881896,0.108292611508552,0.0629308213834903,19.8732689963462,-10.9846801998339,4.11453908059992,0.421535547706638,106.840393375452,-6.14084146611278,"distance_center"
26.0267239427212,-1.20409733976625,0.246866500042701,21.69,30.3531173203875,-8.6631173203875,0,-1.23392097047115,1.29426106801408,0.107589613161083,0.0629102922245508,20.1093307879967,-11.1915760675101,3.92410353398997,0.417118857284601,106.731008323346,-6.10363182233789,"distance_center"
26.4745023730762,-1.23254888245709,0.234619182019918,14.49,16.453238338301,-1.96323833830104,0,-0.279685916629767,1.29402597879178,0.107246232917549,0.0629165368323581,20.4590192213878,-11.4927009455398,3.72905429688642,0.4237918140433,106.760653102935,-6.19258351456067,"distance_center"
26.742276827249,-1.23827077083378,0.225568878312748,30.96,18.0147763250336,12.9452236749664,0,1.84237066385164,1.29673437701596,0.107876290881805,0.0630745414065409,20.622786980313,-11.4786183387645,3.57622700510599,0.424795752534802,106.738876006799,-6.21772921898866,"distance_center"
26.4372381411673,-1.22479907573776,0.241633420920025,20.37,26.9067030472574,-6.5367030472574,0,-0.936834055785314,1.29228955803156,0.107683528239908,0.0628230647389848,20.4576737286626,-11.37406152786,3.84625331355539,0.429830542106197,106.842919020836,-6.29178649664642,"distance_center"
26.1398079580759,-1.20956797232653,0.243207468120994,28.78,28.2559343251419,0.524065674858072,0,0.0745244161148088,1.29570752456645,0.107580975810584,0.0629606705346575,20.174157718828,-11.2433259060245,3.86284748964225,0.418050828384749,106.711638719102,-6.1169572544747,"distance_center"
25.9330405463992,-1.2007251026515,0.249961391558829,24.79,26.6507296193085,-1.86072961930847,0,-0.264023412328944,1.29601616379579,0.107849665243304,0.0630049140276581,20.0098125863231,-11.1333224812771,3.96733168224148,0.417914833870832,106.755986779389,-6.10902694386736,"distance_center"
26.4045475774685,-1.2233007904137,0.242851121666654,23.7,26.1063028262403,-2.40630282624035,0,-0.34113349313256,1.29243356191084,0.107672407231944,0.0628285604787169,20.4301005139714,-11.3613210836692,3.86529819903989,0.430144697944617,106.851569222093,-6.29712130227405,"distance_center"
26.6677522378212,-1.23256473705467,0.232150803252239,23.7,32.4364788159877,-8.73647881598766,0,-1.24896756119189,1.29077651903502,0.107747604783308,0.0627804251180044,20.6602396654673,-11.4393701793509,3.69782145972856,0.428439959744823,106.794834765817,-6.2804331678698,"distance_center"
